"id","edicao","topico","titulo","link","selecionado","foco","nivel","aplicacao","tema","tecnologia"
"08-9E2",8,Technology in Statistics Education,"9E2: Using simulations for active learning: the query-first method in practice",https://iase-web.org/documents/papers/icots8/ICOTS8_9E2_PERES.pdf,1,aluno,Superior,ferramenta,pedagogia,Online Statistics Education
"08-9E3",8,Technology in Statistics Education,"9E3: KNOU mobile learning for innovation in statistics education",https://iase-web.org/documents/papers/icots8/ICOTS8_9E3_LEE.pdf,0,,,,,
"08-9E4",8,Technology in Statistics Education,"9E4: Creating active learning in a large introductory statistics class using clicker technology",https://iase-web.org/documents/papers/icots8/ICOTS8_9E4_MATEO.pdf,0,,,,,
"08-9F2",8,Technology in Statistics Education,"9F2: Promoting statistical literacy: a European pilot project to bring official statistics into university and secondary school classrooms",https://iase-web.org/documents/papers/icots8/ICOTS8_9F2_MITTAG.pdf,0,,,,,
"08-9F3",8,Technology in Statistics Education,"9F3: On and off-line dynamic data interrogation",https://iase-web.org/documents/papers/icots8/ICOTS8_9F3_CROWLEY.pdf,1,aluno,NA,ferramenta,tecnologia,NI
"08-9G1",8,Technology in Statistics Education,"9G1: Online learning materials: are they put to different uses by online and on campus students?",https://iase-web.org/documents/papers/icots8/ICOTS8_9G1_FRANCIS.pdf,1,aluno,Superior,ferramenta,tecnologia,SPSS
"08-9G2",8,Technology in Statistics Education,"9G2: In search of the perfect blend between an instructor and an online course for teaching introductory statistics",https://iase-web.org/documents/papers/icots8/ICOTS8_9G2_LOVETT.pdf,0,,,,,
"08-9G3",8,Technology in Statistics Education,"9G3: Improving lectures with CAST applets",https://iase-web.org/documents/papers/icots8/ICOTS8_9G3_STIRLING.pdf,1,professor,NI,ferramenta,pedagogia,CAST
"08-10A1",8,An international perspective on Statistics Education,"10A1: Statistics education in India: a review",https://iase-web.org/documents/papers/icots8/ICOTS8_10A1_HOODA.pdf,0,,,,,
"08-10A2",8,An international perspective on Statistics Education,"10A2: Teaching experiments for a course in introductory statistics",https://iase-web.org/documents/papers/icots8/ICOTS8_10A2_ALMEDA.pdf,0,,,,,
"08-10A3",8,An international perspective on Statistics Education,"10A3: Meeting the statistical training needs of statistical offices of countries in Asia and the Pacific region: the experience of the statistical research and training centre (SRTC) of the Philippines",https://iase-web.org/documents/papers/icots8/ICOTS8_10A3_SELDA.pdf,0,,,,,
"08-10A4",8,An international perspective on Statistics Education,"10A4: The teaching of statistics in the Philippines: moving to a brighter future",https://iase-web.org/documents/papers/icots8/ICOTS8_10A4_BERSALES.pdf,0,,,,,
"08-10B3",8,An international perspective on Statistics Education,"10B3: Statistics in Ugandan schools: challenges on instruction and assessment",https://iase-web.org/documents/papers/icots8/ICOTS8_10B3_OPOLOTOKURUT.pdf,0,,,,,
"08-10C1",8,An international perspective on Statistics Education,"10C1: Assessment of graduate students’ conception of statistical inference: Philippine perspective",https://iase-web.org/documents/papers/icots8/ICOTS8_10C1_JALA.pdf,0,,,,,
"08-10C2",8,An international perspective on Statistics Education,"10C2: Training teachers to teach statistics in South Africa: realities and attitudes",https://iase-web.org/documents/papers/icots8/ICOTS8_10C2_NORTH.pdf,0,,,,,
"08-10C3",8,An international perspective on Statistics Education,"10C3: Comparing teachers’ statistical knowledge in Botswana and South Africa: some preliminary results",https://iase-web.org/documents/papers/icots8/ICOTS8_10C3_SORTO.pdf,0,,,,,
"08-10C4",8,An international perspective on Statistics Education,"10C4: Opportunities, challenges and statistical cooperation in the implementation of a statistical literacy project in Mendoza, Argentina",https://iase-web.org/documents/papers/icots8/ICOTS8_10C4_DAMELIO.pdf,0,,,,,
"08-10D1",8,An international perspective on Statistics Education,"10D1: Developing a statistical learning environment: Japanese CensusAtSchool project",https://iase-web.org/documents/papers/icots8/ICOTS8_10D1_AOYAMA.pdf,0,,,,,
"08-10D4",8,An international perspective on Statistics Education,"10D4: An international quantitative education initiative and its impact on statistics education",https://iase-web.org/documents/papers/icots8/ICOTS8_10D4_COCHRAN.pdf,0,,,,,
"08-10E1",8,An international perspective on Statistics Education,"10E1: Beyond the data: exploiting the IT tools young and adult people use in their everyday life",https://iase-web.org/documents/papers/icots8/ICOTS8_10E1_BARBIERI.pdf,1,aluno,NA,ferramenta,pedagogia,NI
"08-10E2",8,An international perspective on Statistics Education,"10E2: The lecture series Economic statistics: data production and data analysis in the official statistics from the Federal Statistical Office",https://iase-web.org/documents/papers/icots8/ICOTS8_10E2_HOCHGUERTEL.pdf,0,,,,,
"08-10E3",8,An international perspective on Statistics Education,"10E3: Statistical literacy assessment and training of government personnel using data from National Statistics Office: Philippine context",https://iase-web.org/documents/papers/icots8/ICOTS8_10E3_RESTON.pdf,0,,,,,
"08-10F1",8,An international perspective on Statistics Education,"10F1: Trajectory and prospects of statistics education in Brazil",https://iase-web.org/documents/papers/icots8/ICOTS8_10F1_CAZORLA.pdf,0,,,,,
"08-10F2",8,An international perspective on Statistics Education,"10F2: The impact of an instance of quaternary education",https://iase-web.org/documents/papers/icots8/ICOTS8_10F2_TERAN.pdf,0,,,,,
"08-10F3",8,An international perspective on Statistics Education,"10F3: Different views of a basic statistics course",https://iase-web.org/documents/papers/icots8/ICOTS8_10F3_MAGALHAES.pdf,0,,,,,
"08-10F4",8,An international perspective on Statistics Education,"10F4: Teaching statistics to physicians: a five-years experience",https://iase-web.org/documents/papers/icots8/ICOTS8_10F4_PAES.pdf,0,,,,,
"08-10G2",8,An international perspective on Statistics Education,"10G2: Evolutions and revolutions in government statistics, and what we need to teach and learn",https://iase-web.org/documents/papers/icots8/ICOTS8_10G2_COOK.pdf,0,,,,,
"08-10G3",8,An international perspective on Statistics Education,"10G3: One hundred years of progress  teaching statistics 1910 to 2010: what have we learned? Part 1: It’s not mathematics but real data in context",https://iase-web.org/documents/papers/icots8/ICOTS8_10G3_DAVIES.pdf,0,,,,,
"08-10G4",8,An international perspective on Statistics Education,"10G4: One hundred years of progress  teaching statistics 1910 to 2010: what have we learned? Part 2: Problem solving, pedagogy and employees",https://iase-web.org/documents/papers/icots8/ICOTS8_10G4_MARRIOTT.pdf,0,,,,,
"09-1A1",9,Sustaining strengths and building capacity in Statistics Education,"1A1: Curriculum expectations for teaching science and statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1A1_WATSON.pdf,0,,,,,
"09-1A2",9,Sustaining strengths and building capacity in Statistics Education,"1A2: The Statistical Education of Teachers (SET): an American Statistical Association policy document",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1A2_FRANKLIN.pdf,0,,,,,
"09-1A3",9,Sustaining strengths and building capacity in Statistics Education,"1A3: Building high school pre-service teachers’ knowledge to teach correlation and regression",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1A3_BATANERO.pdf,0,,,,,
"09-1C1",9,Sustaining strengths and building capacity in Statistics Education,"1C1: Outreach efforts to enhance statistical education and statistical literacy in Hungary",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1C1_KOVACS.pdf,0,,,,,
"09-1C2",9,Sustaining strengths and building capacity in Statistics Education,"1C2: OZCOTS: Bringing statistical educators and statisticians together",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1C2_PHILLIPS.pdf,0,,,,,
"09-1C3",9,Sustaining strengths and building capacity in Statistics Education,"1C3: Japanese Inter-university Network for Statistical Education and new trials for development of students’ data analysis skills",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1C3_YAMAGUCHI.pdf,0,,,,,
"09-1D1",9,Sustaining strengths and building capacity in Statistics Education,"1D1: On the commencement of a culture of “statistics acceptance” in a higher education institution relatively new at research",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1D1_HABIBULLAH.pdf,0,,,,,
"09-1D3",9,Sustaining strengths and building capacity in Statistics Education,"1D3: Statistics education in Ethiopia: successes, challenges and opportunities",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1D3_OCONNELL.pdf,0,,,,,
"09-1D4",9,Sustaining strengths and building capacity in Statistics Education,"1D4: Sustaining teachers’ capacity for teaching statistical inference through reflective practice",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1D4_RESTON.pdf,0,,,,,
"09-1E1",9,Sustaining strengths and building capacity in Statistics Education,"1E1: Skills needed for modern day statisticians",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1E1_BLEJEC.pdf,1,profissionais,NA,ferramenta,tecnologia,R
"09-1E2",9,Sustaining strengths and building capacity in Statistics Education,"1E2: Challenges and issues in developing real-world curriculum for data scientists in Japan",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1E2_KUDO.pdf,0,,,,,
"09-1E3",9,Sustaining strengths and building capacity in Statistics Education,"1E3: Building capability in statistics majors: drawing strength from a diverse region",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1E3_RICHARDSON.pdf,0,,,,,
"09-1F1",9,Sustaining strengths and building capacity in Statistics Education,"1F1: Student attitudes toward statistics from a randomization-based curriculum",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1F1_SWANSON.pdf,0,,,,,
"09-1F2",9,Sustaining strengths and building capacity in Statistics Education,"1F2: How do attitudes change from one stats course to the next?",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1F2_MILLAR.pdf,0,,,,,
"09-1F3",9,Sustaining strengths and building capacity in Statistics Education,"1F3: A fallacy in student attitude research: the impact of the first class",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1F3_POSNER.pdf,0,,,,,
"09-1F4",9,Sustaining strengths and building capacity in Statistics Education,"1F4: Comparing attitudes toward statistics among students enrolled in project-based and hybrid statistics courses",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_1F4_RAMIREZ.pdf,0,,,,,
"09-2A1",9,Statistics Education at the school level,"2A1: Important ideas in statistics for children aged 4-8 years",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2A1_SPANGLER.pdf,0,,Básico,,,
"09-2A2",9,Statistics Education at the school level,"2A2: Establishing statistical foundations early: data modeling with young learners",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2A2_ENGLISH.pdf,0,,Básico,,,
"09-2A3",9,Statistics Education at the school level,"2A3: Exposing young children to activities that develop emergent inferential practices in statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2A3_MCPHEE.pdf,0,,Básico,,,
"09-2B1",9,Statistics Education at the school level,"2B1: Middle school (ages 10 – 13) students’ understanding of statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2B1_FOTI.pdf,0,,Básico,,,
"09-2B2",9,Statistics Education at the school level,"2B2: Where’s your evidence? Challenging young students’ equiprobability bias through argumentation",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2B2_FIELDINGWELLS.pdf,0,,Básico,,,
"09-2B3",9,Statistics Education at the school level,"2B3: Student perspectives on being introduced to using Tinkerplots for investigations",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2B3_BURGESS.pdf,1,aluno,Básico,ferramenta,tecnologia,Tinkerplots
"09-2C1",9,Statistics Education at the school level,"2C1: On the delicate relation between informal statistical inference and formal statistical inference",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2C1_BIEHLER.pdf,0,,Básico,,,
"09-2C2",9,Statistics Education at the school level,"2C2: High school (ages 14 – 18) students’ understanding of statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2C2_CASE.pdf,0,,Básico,,,
"09-2C3",9,Statistics Education at the school level,"2C3: Teaching statistics at secondary education in Italy: some issues on large scale standardized test results",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2C3_MIGNANI.pdf,0,,Básico,,,
"09-2C4",9,Statistics Education at the school level,"2C4: Analysis of teachers’ understanding of covariation in the Vitruvian Man context",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2C4_KATAOKA.pdf,0,,Básico,,,
"09-2D1",9,Statistics Education at the school level,"2D1: What did they learn? Statistics skills: from French secondary school to university",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2D1_BIHANPOUDEC.pdf,0,,Básico,,,
"09-2D2",9,Statistics Education at the school level,"2D2: Bridging the statistical gap: creating successful secondary/higher education partnerships",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2D2_STARNES.pdf,0,,Básico,,,
"09-2D3",9,Statistics Education at the school level,"2D3: Preparing future teachers to teach statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2D3_BURRILL.pdf,0,,Básico,,,
"09-2E1",9,Statistics Education at the school level,"2E1: From hat plots to box plots in Tinkerplots: supporting students to write conclusions which account for variability in data",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2E1_ALLMOND.pdf,1,aluno,Básico,ferramenta,tecnologia,Tinkerplots
"09-2E2",9,Statistics Education at the school level,"2E2: Constructing, refining and validating a task for developing reasoning on stabilized frequency distributions in the context of informal inferences",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2E2_SERRADOBAYES.pdf,0,,Básico,,,
"09-2E3",9,Statistics Education at the school level,"2E3: Games of chance: tools that help enhance teachers’ notions of statistics and probability",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2E3_NARESH.pdf,0,,Básico,,,
"09-2F1",9,Statistics Education at the school level,"2F1: Improving the perceived value and affect of statistics in elementary and middle school teachers through the development of pedagogical content knowledge",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2F1_PEARSON.pdf,0,,Básico,,,
"09-2F2",9,Statistics Education at the school level,"2F2: Statistical knowledge for teaching: elementary preservice teachers",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2F2_BROWNING.pdf,1,professor,Básico,ferramenta,tecnologia,Tinkerplots
"09-2F3",9,Statistics Education at the school level,"2F3: High school teachers’ pedagogical content knowledge of variability",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2F3_VERMETTE.pdf,0,,Básico,,,
"09-2G1",9,Statistics Education at the school level,"2G1: Developing statistics teachers’ identity: a look at communities of practice",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2G1_GONZALEZ.pdf,0,,Básico,,,
"09-2G2",9,Statistics Education at the school level,"2G2: Communities of practice: a theoretical framework to design for teachers’ statistical learning",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2G2_GOMEZBLANCARTE.pdf,0,,Básico,,,
"09-2G3",9,Statistics Education at the school level,"2G3: From observing and evaluating variation to measuring and comparing variation",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2G3_LAMPEN.pdf,0,,Básico,,,
"09-2G4",9,Statistics Education at the school level,"2G4: Teachers as key stakeholders in research in statistics education",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_2G4_SHAUGHNESSY.pdf,0,,Básico,,,
"09-3A1",9,Education and development of staff who teach statistics,"3A1: Developing pre-service teachers’ technological pedagogical content knowledge (TPACK) of sampling",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3A1_MELETIOUMAVROTHERIS.pdf,0,,,,,
"09-3A2",9,Education and development of staff who teach statistics,"3A2: Analysis of teachers’ understanding of variation in the dot-boxplot context",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3A2_SILVA.pdf,0,,,,,
"09-3A3",9,Education and development of staff who teach statistics,"3A3: Beyond calculations: fostering conceptual understanding in statistics graduate teaching assistants",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3A3_GREEN.pdf,0,,,,,
"09-3B1",9,Education and development of staff who teach statistics,"3B1: A certification system for statistics knowledge and skills by Japanese Statistical Society",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3B1_FUJII.pdf,0,,,,,
"09-3B2",9,Education and development of staff who teach statistics,"3B2: Teachers’ knowledge of students’ conceptions and their development when learning linear regression",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3B2_CASEY.pdf,0,,,,,
"09-3B3",9,Education and development of staff who teach statistics,"3B3: The impact of a teachers’ attention deriving on students’ statistical discourse",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3B3_PARK.pdf,0,,,,,
"09-3C1",9,Education and development of staff who teach statistics,"3C1: Trends in students’ conceptual understanding of statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3C1_DELMAS.pdf,0,,,,,
"09-3C2",9,Education and development of staff who teach statistics,"3C2: Discerning students’ statistical thinking: a researcher’s perspective",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3C2_BAGLIN.pdf,0,,,,,
"09-3C3",9,Education and development of staff who teach statistics,"3C3: The LOCUS assessment at the college level: conceptual understanding in introductory statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3C3_WHITAKER.pdf,0,,,,,
"09-3D1",9,Education and development of staff who teach statistics,"3D1: Using bootstrap dynamic visualizations in teaching",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3D1_CUMMING.pdf,1,aluno,Superior,ferramenta,pedagogia,Visual Inference Tool
"09-3D2",9,Education and development of staff who teach statistics,"3D2: Reflections on using technology to teach statistics in Kenya",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3D2_STERN.pdf,0,,,,,
"09-3D3",9,Education and development of staff who teach statistics,"3D3: Using the Open Learning Initiative (OLI) to support teaching statistics to international politics students",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3D3_PATEL.pdf,0,,,,,
"09-3D4",9,Education and development of staff who teach statistics,"3D4: The use of technology in a mentor teacher course in statistics education",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3D4_WASSONG.pdf,1,aluno,Básico,ferramenta,tecnologia,"Fathom,Excel"
"09-3E1",9,Education and development of staff who teach statistics,"3E1: Building the capacity of mathematics and science teachers to teach statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3E1_RICHARDS.pdf,0,,,,,
"09-3E2",9,Education and development of staff who teach statistics,"3E2: Project-SET materials for the teaching and learning of sampling variability and regression",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3E2_WATKINS.pdf,0,,,,,
"09-3E3",9,Education and development of staff who teach statistics,"3E3: Implementing GAISE recommendations through “doing statistics” tasks",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3E3_HANSON.pdf,0,,,,,
"09-3F1",9,Education and development of staff who teach statistics,"3F1: Suitability criteria for teachers’ education programs in mathematics and statistics education",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3F1_GODINO.pdf,0,,,,,
"09-3F2",9,Education and development of staff who teach statistics,"3F2: Relationships between curriculum knowledge of in-service Mexican teachers and statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3F2_SANCHEZ.pdf,0,,,,,
"09-3F3",9,Education and development of staff who teach statistics,"3F3: Preparing teachers to teach statistics: developing professional knowledge and practice",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_3F3_HENRIQUES.pdf,0,,,,,
"09-4A1",9,Statistics Education at the post-secondary level,"4A1: Accepting the challenge: constructing a randomisation pathway for inference into our traditional introductory course",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4A1_FITCH.pdf,0,,Superior,,,
"09-4A2",9,Statistics Education at the post-secondary level,"4A2: Using simulation/randomization to introduce p-value in week 1",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4A2_ROY.pdf,0,,Superior,,,
"09-4A3",9,Statistics Education at the post-secondary level,"4A3: Intuitive introduction to the important ideas of inference",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4A3_LOCK.pdf,1,aluno,Superior,ferramenta,pedagogia,"StatKey,Visual Inference Tool,Mosaic,R,Tinkerplots"
"09-4B1",9,Statistics Education at the post-secondary level,"4B1: Clickers, simulations, and conceptual understanding of statistical inference",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4B1_KAPLAN.pdf,0,,Superior,,,
"09-4B2",9,Statistics Education at the post-secondary level,"4B2: Teaching data analysis in large classes using clicker assessment",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4B2_FORSTER.pdf,0,,Superior,,,
"09-4B3",9,Statistics Education at the post-secondary level,"4B3: Teaching discrete distributions using contingent teaching with clickers",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4B3_STEWART.pdf,0,,Superior,,,
"09-4B4",9,Statistics Education at the post-secondary level,"4B4: Personal response systems as a learning aid in an epidemiology course for postgraduate statistics students",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4B4_LANCASTER.pdf,0,,Superior,,,
"09-4C1",9,Statistics Education at the post-secondary level,"4C1: Is the real world normal?",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4C1_DEHON.pdf,0,,Superior,,,
"09-4C3",9,Statistics Education at the post-secondary level,"4C3: Combining nonparametric inferences using data depth, bootstrap and confidence distribution",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4C3_LIU.pdf,0,,Superior,,,
"09-4C4",9,Statistics Education at the post-secondary level,"4C4: Should we still teach rank-based distribution-free procedures?",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4C4_DIETZ.pdf,0,,Superior,,,
"09-4D1",9,Statistics Education at the post-secondary level,"4D1: Exchanging statistics pedagogy between the master teacher and the future teacher",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4D1_NOLAN.pdf,0,,Superior,,,
"09-4D2",9,Statistics Education at the post-secondary level,"4D2: Statistics for all students",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4D2_COUVREUR.pdf,0,,Superior,,,
"09-4D4",9,Statistics Education at the post-secondary level,"4D4: Exchanging pedagogy between post-secondary and secondary school statistics courses: facilitating meaningful professional development",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4D4_TABOR.pdf,0,,Superior,,,
"09-4E1",9,Statistics Education at the post-secondary level,"4E1: Measuring university students’ approaches to learning statistics: a cross-cultural and multilingual version of the ASSIST",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4E1_PRIMI.pdf,0,,Superior,,,
"09-4E2",9,Statistics Education at the post-secondary level,"4E2: A comparison of attitudes between traditional and hands-on classes in an introductory statistics course",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4E2_LEE.pdf,0,,Superior,,,
"09-4E3",9,Statistics Education at the post-secondary level,"4E3: Turkish ASSIST: measuring university students’ approaches to learning statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4E3_BILGIN.pdf,0,,Superior,,,
"09-4F2",9,Statistics Education at the post-secondary level,"4F2: DataFest: celebrating data in the data deluge",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4F2_GOULD.pdf,0,,Superior,,,
"09-4F4",9,Statistics Education at the post-secondary level,"4F4: Open data, civil society and monitoring progress: challenges for statistics education",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_4F4_ENGEL.pdf,0,,Superior,,,
"09-5A1",9,Statistics Education in the disciplines and the workplace,"5A1: The use of official statistics in evidence based policy making in New Zealand",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5A1_FORBES.pdf,0,,,,,
"09-5A2",9,Statistics Education in the disciplines and the workplace,"5A2: Challenges to evidence-based policy making in the decentralized U.S. statistical system",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5A2_POTOK.pdf,0,,,,,
"09-5A3",9,Statistics Education in the disciplines and the workplace,"5A3: Statistics education, collaborative research, and LISA 2020: a view from Nigeria",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5A3_AWE.pdf,0,,,,,
"09-5A4",9,Statistics Education in the disciplines and the workplace,"5A4: International statistical standards as enabler for evidence-based policy making: the case of tourism statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5A4_HERRMANN.pdf,0,,,,,
"09-5B2",9,Statistics Education in the disciplines and the workplace,"5B2: The prevalence of statistics and data mining in management journals",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5B2_COLEMAN.pdf,0,,,,,
"09-5B3",9,Statistics Education in the disciplines and the workplace,"5B3: Bringing the workplace into a National Certificate in Official Statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5B3_FORBES.pdf,0,,,,,
"09-5B4",9,Statistics Education in the disciplines and the workplace,"5B4: How do school principals understand and use the statistics in reports from national large-scale assessments?",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5B4_GAL.pdf,0,,,,,
"09-5D1",9,Statistics Education in the disciplines and the workplace,"5D1: Improving statistical literacy at university",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5D1_BROWN.pdf,0,,,,,
"09-5D2",9,Statistics Education in the disciplines and the workplace,"5D2: The contributions of Six Sigma to the development of statistical thinking in the workplace",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5D2_MONTGOMERY.pdf,0,,,,,
"09-5D3",9,Statistics Education in the disciplines and the workplace,"5D3: Development of training methods to accelerate the competencies in Weibull analysis: case study in the automotive industry",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5D3_NDIAYE.pdf,0,,,,,
"09-5E1",9,Statistics Education in the disciplines and the workplace,"5E1: The importance of inter-personal skills on statistical teams",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5E1_FETT.pdf,0,,,,,
"09-5F1",9,Statistics Education in the disciplines and the workplace,"5F1: Tradition should not supplant understanding and insight",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5F1_WILSON.pdf,0,,,,,
"09-5F2",9,Statistics Education in the disciplines and the workplace,"5F2: Once were warriors: the need of re-education in mathematics and computing for life “scientisticians”",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5F2_NAVARROALBERTO.pdf,1,NA,Superior,ferramenta,tecnologia,"SPSS,Minitab,GenStat,S,S-Plus,R,SAS"
"09-5F3",9,Statistics Education in the disciplines and the workplace,"5F3: Training to develop modern statistics in the workplace using R and R Commander – experiences from the New Zealand government sector",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5F3_WESTBROOKE.pdf,1,população-geral,NA,ferramenta,tecnologia,R
"09-5H1",9,Statistics Education in the disciplines and the workplace,"5H1: Workplace and official statistics: how can higher education contribute to a better relationship?",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5H1_BAVDAZ.pdf,0,,,,,
"09-5H2",9,Statistics Education in the disciplines and the workplace,"5H2: Experiences with real and accessible recent data in context to motivate student learning at higher levels in statistics",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5H2_HARRAWAY.pdf,0,,,,,
"09-5H3",9,Statistics Education in the disciplines and the workplace,"5H3: Supporting statistical consultant decision-making within a case-based learning environment",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_5H3_JOHNSON.pdf,0,,,,,
"09-6A1",9,Innovation and reform in teaching probability within statistics,"6A1: Will the real Bayesian probablity please stand up!?",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_6A1_CHERNOFF.pdf,0,,,,,
"09-6A2",9,Innovation and reform in teaching probability within statistics,"6A2: Proto-Bayesian reasoning of children in fourth class",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_6A2_MARTIGNON.pdf,0,,,,,
"09-6A3",9,Innovation and reform in teaching probability within statistics,"6A3: Exploring realistic Bayesian modeling situations",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_6A3_NILSSON.pdf,0,,,,,
"09-6B1",9,Innovation and reform in teaching probability within statistics,"6B1: Impact of a simulation/randomization-based curriculum on student understanding of p-values and confidence intervals",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_6B1_CHANCE.pdf,0,,,,,
"09-6B2",9,Innovation and reform in teaching probability within statistics,"6B2: Teaching probability: using levels of dialogue and proportional reasoning",https://iase-web.org/icots/9/proceedings/pdfs/ICOTS9_6B2_HAY.pdf,0,,,,,
